"";"Consistancy";"variable";"Count";"Tool";"dataset"
"cdi_vincent.107";"9";"Count";2;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.108";"10";"Count";0;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.109";"11";"Count";1;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.110";"12";"Count";1;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.111";"13";"Count";0;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.112";"14";"Count";0;"MaAsLin2 (rare)";"cdi_vincent"
"cdi_vincent.113";"1";"Count";4;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.114";"2";"Count";3;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.115";"3";"Count";2;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.116";"4";"Count";3;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.117";"5";"Count";2;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.118";"6";"Count";0;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.119";"7";"Count";1;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.120";"8";"Count";3;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.121";"9";"Count";0;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.122";"10";"Count";0;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.123";"11";"Count";1;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.124";"12";"Count";1;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.125";"13";"Count";0;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.126";"14";"Count";0;"metagenomeSeq";"cdi_vincent"
"cdi_vincent.127";"1";"Count";9;"t-test (rare)";"cdi_vincent"
"cdi_vincent.128";"2";"Count";5;"t-test (rare)";"cdi_vincent"
"cdi_vincent.129";"3";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.130";"4";"Count";2;"t-test (rare)";"cdi_vincent"
"cdi_vincent.131";"5";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.132";"6";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.133";"7";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.134";"8";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.135";"9";"Count";2;"t-test (rare)";"cdi_vincent"
"cdi_vincent.136";"10";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.137";"11";"Count";1;"t-test (rare)";"cdi_vincent"
"cdi_vincent.138";"12";"Count";1;"t-test (rare)";"cdi_vincent"
"cdi_vincent.139";"13";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.140";"14";"Count";0;"t-test (rare)";"cdi_vincent"
"cdi_vincent.141";"1";"Count";9;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.142";"2";"Count";1;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.143";"3";"Count";2;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.144";"4";"Count";4;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.145";"5";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.146";"6";"Count";1;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.147";"7";"Count";1;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.148";"8";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.149";"9";"Count";1;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.150";"10";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.151";"11";"Count";1;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.152";"12";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.153";"13";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.154";"14";"Count";0;"Wilcoxon (CLR)";"cdi_vincent"
"cdi_vincent.155";"1";"Count";0;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.156";"2";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.157";"3";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.158";"4";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.159";"5";"Count";3;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.160";"6";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.161";"7";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.162";"8";"Count";3;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.163";"9";"Count";2;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.164";"10";"Count";0;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.165";"11";"Count";1;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.166";"12";"Count";1;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.167";"13";"Count";0;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.168";"14";"Count";0;"Wilcoxon (rare)";"cdi_vincent"
"cdi_vincent.169";"1";"Count";3;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.170";"2";"Count";3;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.171";"3";"Count";2;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.172";"4";"Count";2;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.173";"5";"Count";2;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.174";"6";"Count";2;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.175";"7";"Count";1;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.176";"8";"Count";1;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.177";"9";"Count";2;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.178";"10";"Count";0;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.179";"11";"Count";1;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.180";"12";"Count";1;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.181";"13";"Count";0;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.182";"14";"Count";0;"limma voom (TMM)";"cdi_vincent"
"cdi_vincent.183";"1";"Count";3;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.184";"2";"Count";3;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.185";"3";"Count";3;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.186";"4";"Count";4;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.187";"5";"Count";2;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.188";"6";"Count";0;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.189";"7";"Count";1;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.190";"8";"Count";2;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.191";"9";"Count";1;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.192";"10";"Count";0;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.193";"11";"Count";0;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.194";"12";"Count";1;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.195";"13";"Count";0;"limma voom (TMMwsp)";"cdi_vincent"
"cdi_vincent.196";"14";"Count";0;"limma voom (TMMwsp)";"cdi_vincent"
"Chemerin.1";"1";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.2";"2";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.3";"3";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.4";"4";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.5";"5";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.6";"6";"Count";4;"ALDEx2";"Chemerin"
"Chemerin.7";"7";"Count";1;"ALDEx2";"Chemerin"
"Chemerin.8";"8";"Count";1;"ALDEx2";"Chemerin"
"Chemerin.9";"9";"Count";6;"ALDEx2";"Chemerin"
"Chemerin.10";"10";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.11";"11";"Count";7;"ALDEx2";"Chemerin"
"Chemerin.12";"12";"Count";1;"ALDEx2";"Chemerin"
"Chemerin.13";"13";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.14";"14";"Count";0;"ALDEx2";"Chemerin"
"Chemerin.15";"1";"Count";1;"ANCOM-II";"Chemerin"
"Chemerin.16";"2";"Count";1;"ANCOM-II";"Chemerin"
"Chemerin.17";"3";"Count";2;"ANCOM-II";"Chemerin"
"Chemerin.18";"4";"Count";0;"ANCOM-II";"Chemerin"
"Chemerin.19";"5";"Count";1;"ANCOM-II";"Chemerin"
"Chemerin.20";"6";"Count";2;"ANCOM-II";"Chemerin"
"Chemerin.21";"7";"Count";2;"ANCOM-II";"Chemerin"
"Chemerin.22";"8";"Count";0;"ANCOM-II";"Chemerin"
"Chemerin.23";"9";"Count";3;"ANCOM-II";"Chemerin"
"Chemerin.24";"10";"Count";0;"ANCOM-II";"Chemerin"
"Chemerin.25";"11";"Count";7;"ANCOM-II";"Chemerin"
"Chemerin.26";"12";"Count";1;"ANCOM-II";"Chemerin"
"Chemerin.27";"13";"Count";0;"ANCOM-II";"Chemerin"
"Chemerin.28";"14";"Count";0;"ANCOM-II";"Chemerin"
"Chemerin.29";"1";"Count";12;"corncob";"Chemerin"
"Chemerin.30";"2";"Count";6;"corncob";"Chemerin"
"Chemerin.31";"3";"Count";0;"corncob";"Chemerin"
"Chemerin.32";"4";"Count";0;"corncob";"Chemerin"
"Chemerin.33";"5";"Count";1;"corncob";"Chemerin"
"Chemerin.34";"6";"Count";1;"corncob";"Chemerin"
"Chemerin.35";"7";"Count";0;"corncob";"Chemerin"
"Chemerin.36";"8";"Count";0;"corncob";"Chemerin"
"Chemerin.37";"9";"Count";0;"corncob";"Chemerin"
"Chemerin.38";"10";"Count";0;"corncob";"Chemerin"
"Chemerin.39";"11";"Count";0;"corncob";"Chemerin"
"Chemerin.40";"12";"Count";0;"corncob";"Chemerin"
"Chemerin.41";"13";"Count";0;"corncob";"Chemerin"
"Chemerin.42";"14";"Count";0;"corncob";"Chemerin"
"Chemerin.43";"1";"Count";0;"DESeq2";"Chemerin"
"Chemerin.44";"2";"Count";0;"DESeq2";"Chemerin"
"Chemerin.45";"3";"Count";2;"DESeq2";"Chemerin"
"Chemerin.46";"4";"Count";0;"DESeq2";"Chemerin"
"Chemerin.47";"5";"Count";1;"DESeq2";"Chemerin"
"Chemerin.48";"6";"Count";0;"DESeq2";"Chemerin"
"Chemerin.49";"7";"Count";2;"DESeq2";"Chemerin"
"Chemerin.50";"8";"Count";1;"DESeq2";"Chemerin"
"Chemerin.51";"9";"Count";6;"DESeq2";"Chemerin"
"Chemerin.52";"10";"Count";0;"DESeq2";"Chemerin"
"Chemerin.53";"11";"Count";7;"DESeq2";"Chemerin"
"Chemerin.54";"12";"Count";1;"DESeq2";"Chemerin"
"Chemerin.55";"13";"Count";0;"DESeq2";"Chemerin"
"Chemerin.56";"14";"Count";0;"DESeq2";"Chemerin"
"Chemerin.57";"1";"Count";1;"edgeR";"Chemerin"
"Chemerin.58";"2";"Count";0;"edgeR";"Chemerin"
"Chemerin.59";"3";"Count";1;"edgeR";"Chemerin"
"Chemerin.60";"4";"Count";0;"edgeR";"Chemerin"
"Chemerin.61";"5";"Count";1;"edgeR";"Chemerin"
"Chemerin.62";"6";"Count";1;"edgeR";"Chemerin"
"Chemerin.63";"7";"Count";1;"edgeR";"Chemerin"
"Chemerin.64";"8";"Count";1;"edgeR";"Chemerin"
"Chemerin.65";"9";"Count";6;"edgeR";"Chemerin"
"Chemerin.66";"10";"Count";0;"edgeR";"Chemerin"
"Chemerin.67";"11";"Count";7;"edgeR";"Chemerin"
"Chemerin.68";"12";"Count";1;"edgeR";"Chemerin"
"Chemerin.69";"13";"Count";0;"edgeR";"Chemerin"
"Chemerin.70";"14";"Count";0;"edgeR";"Chemerin"
"Chemerin.71";"1";"Count";0;"LEfSe";"Chemerin"
"Chemerin.72";"2";"Count";3;"LEfSe";"Chemerin"
"Chemerin.73";"3";"Count";1;"LEfSe";"Chemerin"
"Chemerin.74";"4";"Count";1;"LEfSe";"Chemerin"
"Chemerin.75";"5";"Count";0;"LEfSe";"Chemerin"
"Chemerin.76";"6";"Count";2;"LEfSe";"Chemerin"
"Chemerin.77";"7";"Count";1;"LEfSe";"Chemerin"
"Chemerin.78";"8";"Count";1;"LEfSe";"Chemerin"
"Chemerin.79";"9";"Count";5;"LEfSe";"Chemerin"
"Chemerin.80";"10";"Count";0;"LEfSe";"Chemerin"
"Chemerin.81";"11";"Count";5;"LEfSe";"Chemerin"
"Chemerin.82";"12";"Count";1;"LEfSe";"Chemerin"
"Chemerin.83";"13";"Count";0;"LEfSe";"Chemerin"
"Chemerin.84";"14";"Count";0;"LEfSe";"Chemerin"
"Chemerin.85";"1";"Count";2;"MaAsLin2";"Chemerin"
"Chemerin.86";"2";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.87";"3";"Count";2;"MaAsLin2";"Chemerin"
"Chemerin.88";"4";"Count";1;"MaAsLin2";"Chemerin"
"Chemerin.89";"5";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.90";"6";"Count";4;"MaAsLin2";"Chemerin"
"Chemerin.91";"7";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.92";"8";"Count";1;"MaAsLin2";"Chemerin"
"Chemerin.93";"9";"Count";2;"MaAsLin2";"Chemerin"
"Chemerin.94";"10";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.95";"11";"Count";7;"MaAsLin2";"Chemerin"
"Chemerin.96";"12";"Count";1;"MaAsLin2";"Chemerin"
"Chemerin.97";"13";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.98";"14";"Count";0;"MaAsLin2";"Chemerin"
"Chemerin.99";"1";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.100";"2";"Count";1;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.101";"3";"Count";3;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.102";"4";"Count";1;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.103";"5";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.104";"6";"Count";3;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.105";"7";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.106";"8";"Count";1;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.107";"9";"Count";3;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.108";"10";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.109";"11";"Count";7;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.110";"12";"Count";1;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.111";"13";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.112";"14";"Count";0;"MaAsLin2 (rare)";"Chemerin"
"Chemerin.113";"1";"Count";5;"metagenomeSeq";"Chemerin"
"Chemerin.114";"2";"Count";4;"metagenomeSeq";"Chemerin"
"Chemerin.115";"3";"Count";2;"metagenomeSeq";"Chemerin"
"Chemerin.116";"4";"Count";3;"metagenomeSeq";"Chemerin"
"Chemerin.117";"5";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.118";"6";"Count";2;"metagenomeSeq";"Chemerin"
"Chemerin.119";"7";"Count";1;"metagenomeSeq";"Chemerin"
"Chemerin.120";"8";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.121";"9";"Count";1;"metagenomeSeq";"Chemerin"
"Chemerin.122";"10";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.123";"11";"Count";2;"metagenomeSeq";"Chemerin"
"Chemerin.124";"12";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.125";"13";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.126";"14";"Count";0;"metagenomeSeq";"Chemerin"
"Chemerin.127";"1";"Count";1;"t-test (rare)";"Chemerin"
"Chemerin.128";"2";"Count";7;"t-test (rare)";"Chemerin"
"Chemerin.129";"3";"Count";2;"t-test (rare)";"Chemerin"
"Chemerin.130";"4";"Count";3;"t-test (rare)";"Chemerin"
"Chemerin.131";"5";"Count";0;"t-test (rare)";"Chemerin"
"Chemerin.132";"6";"Count";2;"t-test (rare)";"Chemerin"
"Chemerin.133";"7";"Count";1;"t-test (rare)";"Chemerin"
"Chemerin.134";"8";"Count";0;"t-test (rare)";"Chemerin"
"Chemerin.135";"9";"Count";1;"t-test (rare)";"Chemerin"
"Chemerin.136";"10";"Count";0;"t-test (rare)";"Chemerin"
"Chemerin.137";"11";"Count";2;"t-test (rare)";"Chemerin"
"Chemerin.138";"12";"Count";1;"t-test (rare)";"Chemerin"
"Chemerin.139";"13";"Count";0;"t-test (rare)";"Chemerin"
"Chemerin.140";"14";"Count";0;"t-test (rare)";"Chemerin"
"Chemerin.141";"1";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.142";"2";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.143";"3";"Count";1;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.144";"4";"Count";3;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.145";"5";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.146";"6";"Count";2;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.147";"7";"Count";2;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.148";"8";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.149";"9";"Count";4;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.150";"10";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.151";"11";"Count";7;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.152";"12";"Count";1;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.153";"13";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.154";"14";"Count";0;"Wilcoxon (CLR)";"Chemerin"
"Chemerin.155";"1";"Count";0;"Wilcoxon (rare)";"Chemerin"
"Chemerin.156";"2";"Count";2;"Wilcoxon (rare)";"Chemerin"
"Chemerin.157";"3";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.158";"4";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.159";"5";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.160";"6";"Count";2;"Wilcoxon (rare)";"Chemerin"
"Chemerin.161";"7";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.162";"8";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.163";"9";"Count";5;"Wilcoxon (rare)";"Chemerin"
"Chemerin.164";"10";"Count";0;"Wilcoxon (rare)";"Chemerin"
"Chemerin.165";"11";"Count";5;"Wilcoxon (rare)";"Chemerin"
"Chemerin.166";"12";"Count";1;"Wilcoxon (rare)";"Chemerin"
"Chemerin.167";"13";"Count";0;"Wilcoxon (rare)";"Chemerin"
"Chemerin.168";"14";"Count";0;"Wilcoxon (rare)";"Chemerin"
"Chemerin.169";"1";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.170";"2";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.171";"3";"Count";1;"limma voom (TMM)";"Chemerin"
"Chemerin.172";"4";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.173";"5";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.174";"6";"Count";3;"limma voom (TMM)";"Chemerin"
"Chemerin.175";"7";"Count";1;"limma voom (TMM)";"Chemerin"
"Chemerin.176";"8";"Count";1;"limma voom (TMM)";"Chemerin"
"Chemerin.177";"9";"Count";6;"limma voom (TMM)";"Chemerin"
"Chemerin.178";"10";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.179";"11";"Count";7;"limma voom (TMM)";"Chemerin"
"Chemerin.180";"12";"Count";1;"limma voom (TMM)";"Chemerin"
"Chemerin.181";"13";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.182";"14";"Count";0;"limma voom (TMM)";"Chemerin"
"Chemerin.183";"1";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.184";"2";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.185";"3";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.186";"4";"Count";3;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.187";"5";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.188";"6";"Count";2;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.189";"7";"Count";1;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.190";"8";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.191";"9";"Count";6;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.192";"10";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.193";"11";"Count";7;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.194";"12";"Count";1;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.195";"13";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"Chemerin.196";"14";"Count";0;"limma voom (TMMwsp)";"Chemerin"
"crc_baxter.1";"1";"Count";0;"ALDEx2";"crc_baxter"
"crc_baxter.2";"2";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.3";"3";"Count";2;"ALDEx2";"crc_baxter"
"crc_baxter.4";"4";"Count";3;"ALDEx2";"crc_baxter"
"crc_baxter.5";"5";"Count";2;"ALDEx2";"crc_baxter"
"crc_baxter.6";"6";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.7";"7";"Count";3;"ALDEx2";"crc_baxter"
"crc_baxter.8";"8";"Count";2;"ALDEx2";"crc_baxter"
"crc_baxter.9";"9";"Count";0;"ALDEx2";"crc_baxter"
"crc_baxter.10";"10";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.11";"11";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.12";"12";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.13";"13";"Count";1;"ALDEx2";"crc_baxter"
"crc_baxter.14";"14";"Count";2;"ALDEx2";"crc_baxter"
"crc_baxter.15";"1";"Count";2;"ANCOM-II";"crc_baxter"
"crc_baxter.16";"2";"Count";0;"ANCOM-II";"crc_baxter"
"crc_baxter.17";"3";"Count";2;"ANCOM-II";"crc_baxter"
"crc_baxter.18";"4";"Count";3;"ANCOM-II";"crc_baxter"
"crc_baxter.19";"5";"Count";2;"ANCOM-II";"crc_baxter"
"crc_baxter.20";"6";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.21";"7";"Count";3;"ANCOM-II";"crc_baxter"
"crc_baxter.22";"8";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.23";"9";"Count";0;"ANCOM-II";"crc_baxter"
"crc_baxter.24";"10";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.25";"11";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.26";"12";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.27";"13";"Count";1;"ANCOM-II";"crc_baxter"
"crc_baxter.28";"14";"Count";2;"ANCOM-II";"crc_baxter"
"crc_baxter.29";"1";"Count";5;"corncob";"crc_baxter"
"crc_baxter.30";"2";"Count";3;"corncob";"crc_baxter"
"crc_baxter.31";"3";"Count";1;"corncob";"crc_baxter"
"crc_baxter.32";"4";"Count";1;"corncob";"crc_baxter"
"crc_baxter.33";"5";"Count";0;"corncob";"crc_baxter"
"crc_baxter.34";"6";"Count";0;"corncob";"crc_baxter"
"crc_baxter.35";"7";"Count";0;"corncob";"crc_baxter"
"crc_baxter.36";"8";"Count";3;"corncob";"crc_baxter"
"crc_baxter.37";"9";"Count";0;"corncob";"crc_baxter"
"crc_baxter.38";"10";"Count";2;"corncob";"crc_baxter"
"crc_baxter.39";"11";"Count";2;"corncob";"crc_baxter"
"crc_baxter.40";"12";"Count";0;"corncob";"crc_baxter"
"crc_baxter.41";"13";"Count";1;"corncob";"crc_baxter"
"crc_baxter.42";"14";"Count";2;"corncob";"crc_baxter"
"crc_baxter.43";"1";"Count";3;"DESeq2";"crc_baxter"
"crc_baxter.44";"2";"Count";0;"DESeq2";"crc_baxter"
"crc_baxter.45";"3";"Count";3;"DESeq2";"crc_baxter"
"crc_baxter.46";"4";"Count";1;"DESeq2";"crc_baxter"
"crc_baxter.47";"5";"Count";0;"DESeq2";"crc_baxter"
"crc_baxter.48";"6";"Count";1;"DESeq2";"crc_baxter"
"crc_baxter.49";"7";"Count";1;"DESeq2";"crc_baxter"
"crc_baxter.50";"8";"Count";3;"DESeq2";"crc_baxter"
"crc_baxter.51";"9";"Count";0;"DESeq2";"crc_baxter"
"crc_baxter.52";"10";"Count";2;"DESeq2";"crc_baxter"
"crc_baxter.53";"11";"Count";2;"DESeq2";"crc_baxter"
"crc_baxter.54";"12";"Count";1;"DESeq2";"crc_baxter"
"crc_baxter.55";"13";"Count";1;"DESeq2";"crc_baxter"
"crc_baxter.56";"14";"Count";2;"DESeq2";"crc_baxter"
"crc_baxter.57";"1";"Count";8;"edgeR";"crc_baxter"
"crc_baxter.58";"2";"Count";3;"edgeR";"crc_baxter"
"crc_baxter.59";"3";"Count";1;"edgeR";"crc_baxter"
"crc_baxter.60";"4";"Count";1;"edgeR";"crc_baxter"
"crc_baxter.61";"5";"Count";0;"edgeR";"crc_baxter"
"crc_baxter.62";"6";"Count";0;"edgeR";"crc_baxter"
"crc_baxter.63";"7";"Count";0;"edgeR";"crc_baxter"
"crc_baxter.64";"8";"Count";2;"edgeR";"crc_baxter"
"crc_baxter.65";"9";"Count";0;"edgeR";"crc_baxter"
"crc_baxter.66";"10";"Count";1;"edgeR";"crc_baxter"
"crc_baxter.67";"11";"Count";1;"edgeR";"crc_baxter"
"crc_baxter.68";"12";"Count";0;"edgeR";"crc_baxter"
"crc_baxter.69";"13";"Count";1;"edgeR";"crc_baxter"
"crc_baxter.70";"14";"Count";2;"edgeR";"crc_baxter"
"crc_baxter.71";"1";"Count";0;"LEfSe";"crc_baxter"
"crc_baxter.72";"2";"Count";2;"LEfSe";"crc_baxter"
"crc_baxter.73";"3";"Count";1;"LEfSe";"crc_baxter"
"crc_baxter.74";"4";"Count";3;"LEfSe";"crc_baxter"
"crc_baxter.75";"5";"Count";1;"LEfSe";"crc_baxter"
"crc_baxter.76";"6";"Count";0;"LEfSe";"crc_baxter"
"crc_baxter.77";"7";"Count";1;"LEfSe";"crc_baxter"
"crc_baxter.78";"8";"Count";3;"LEfSe";"crc_baxter"
"crc_baxter.79";"9";"Count";0;"LEfSe";"crc_baxter"
"crc_baxter.80";"10";"Count";3;"LEfSe";"crc_baxter"
"crc_baxter.81";"11";"Count";2;"LEfSe";"crc_baxter"
"crc_baxter.82";"12";"Count";1;"LEfSe";"crc_baxter"
"crc_baxter.83";"13";"Count";1;"LEfSe";"crc_baxter"
"crc_baxter.84";"14";"Count";2;"LEfSe";"crc_baxter"
"crc_baxter.85";"1";"Count";1;"MaAsLin2";"crc_baxter"
"crc_baxter.86";"2";"Count";1;"MaAsLin2";"crc_baxter"
"crc_baxter.87";"3";"Count";2;"MaAsLin2";"crc_baxter"
"crc_baxter.88";"4";"Count";1;"MaAsLin2";"crc_baxter"
"crc_baxter.89";"5";"Count";0;"MaAsLin2";"crc_baxter"
"crc_baxter.90";"6";"Count";1;"MaAsLin2";"crc_baxter"
