"";"Consistancy";"variable";"Count";"Tool";"dataset"
"hiv_noguerajulian.33";"5";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.34";"6";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.35";"7";"Count";1;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.36";"8";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.37";"9";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.38";"10";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.39";"11";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.40";"12";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.41";"13";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.42";"14";"Count";0;"corncob";"hiv_noguerajulian"
"hiv_noguerajulian.43";"1";"Count";9;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.44";"2";"Count";5;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.45";"3";"Count";2;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.46";"4";"Count";3;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.47";"5";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.48";"6";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.49";"7";"Count";1;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.50";"8";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.51";"9";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.52";"10";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.53";"11";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.54";"12";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.55";"13";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.56";"14";"Count";0;"DESeq2";"hiv_noguerajulian"
"hiv_noguerajulian.57";"1";"Count";17;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.58";"2";"Count";1;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.59";"3";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.60";"4";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.61";"5";"Count";1;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.62";"6";"Count";1;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.63";"7";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.64";"8";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.65";"9";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.66";"10";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.67";"11";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.68";"12";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.69";"13";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.70";"14";"Count";0;"edgeR";"hiv_noguerajulian"
"hiv_noguerajulian.71";"1";"Count";3;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.72";"2";"Count";5;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.73";"3";"Count";2;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.74";"4";"Count";2;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.75";"5";"Count";1;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.76";"6";"Count";4;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.77";"7";"Count";1;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.78";"8";"Count";1;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.79";"9";"Count";1;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.80";"10";"Count";0;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.81";"11";"Count";0;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.82";"12";"Count";0;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.83";"13";"Count";0;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.84";"14";"Count";0;"LEfSe";"hiv_noguerajulian"
"hiv_noguerajulian.85";"1";"Count";9;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.86";"2";"Count";2;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.87";"3";"Count";1;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.88";"4";"Count";1;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.89";"5";"Count";1;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.90";"6";"Count";4;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.91";"7";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.92";"8";"Count";1;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.93";"9";"Count";1;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.94";"10";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.95";"11";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.96";"12";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.97";"13";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.98";"14";"Count";0;"MaAsLin2";"hiv_noguerajulian"
"hiv_noguerajulian.99";"1";"Count";5;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.100";"2";"Count";5;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.101";"3";"Count";2;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.102";"4";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.103";"5";"Count";1;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.104";"6";"Count";4;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.105";"7";"Count";1;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.106";"8";"Count";1;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.107";"9";"Count";1;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.108";"10";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.109";"11";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.110";"12";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.111";"13";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.112";"14";"Count";0;"MaAsLin2 (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.113";"1";"Count";11;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.114";"2";"Count";7;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.115";"3";"Count";1;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.116";"4";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.117";"5";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.118";"6";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.119";"7";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.120";"8";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.121";"9";"Count";1;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.122";"10";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.123";"11";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.124";"12";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.125";"13";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.126";"14";"Count";0;"metagenomeSeq";"hiv_noguerajulian"
"hiv_noguerajulian.127";"1";"Count";14;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.128";"2";"Count";2;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.129";"3";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.130";"4";"Count";3;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.131";"5";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.132";"6";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.133";"7";"Count";1;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.134";"8";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.135";"9";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.136";"10";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.137";"11";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.138";"12";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.139";"13";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.140";"14";"Count";0;"t-test (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.141";"1";"Count";10;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.142";"2";"Count";5;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.143";"3";"Count";2;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.144";"4";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.145";"5";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.146";"6";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.147";"7";"Count";1;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.148";"8";"Count";1;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.149";"9";"Count";1;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.150";"10";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.151";"11";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.152";"12";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.153";"13";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.154";"14";"Count";0;"Wilcoxon (CLR)";"hiv_noguerajulian"
"hiv_noguerajulian.155";"1";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.156";"2";"Count";8;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.157";"3";"Count";3;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.158";"4";"Count";1;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.159";"5";"Count";1;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.160";"6";"Count";4;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.161";"7";"Count";1;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.162";"8";"Count";1;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.163";"9";"Count";1;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.164";"10";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.165";"11";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.166";"12";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.167";"13";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.168";"14";"Count";0;"Wilcoxon (rare)";"hiv_noguerajulian"
"hiv_noguerajulian.169";"1";"Count";6;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.170";"2";"Count";2;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.171";"3";"Count";4;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.172";"4";"Count";3;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.173";"5";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.174";"6";"Count";1;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.175";"7";"Count";2;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.176";"8";"Count";1;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.177";"9";"Count";1;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.178";"10";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.179";"11";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.180";"12";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.181";"13";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.182";"14";"Count";0;"limma voom (TMM)";"hiv_noguerajulian"
"hiv_noguerajulian.183";"1";"Count";13;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.184";"2";"Count";2;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.185";"3";"Count";3;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.186";"4";"Count";1;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.187";"5";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.188";"6";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.189";"7";"Count";1;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.190";"8";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.191";"9";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.192";"10";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.193";"11";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.194";"12";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.195";"13";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"hiv_noguerajulian.196";"14";"Count";0;"limma voom (TMMwsp)";"hiv_noguerajulian"
"ibd_gevers.1";"1";"Count";1;"ALDEx2";"ibd_gevers"
"ibd_gevers.2";"2";"Count";7;"ALDEx2";"ibd_gevers"
"ibd_gevers.3";"3";"Count";1;"ALDEx2";"ibd_gevers"
"ibd_gevers.4";"4";"Count";2;"ALDEx2";"ibd_gevers"
"ibd_gevers.5";"5";"Count";4;"ALDEx2";"ibd_gevers"
"ibd_gevers.6";"6";"Count";5;"ALDEx2";"ibd_gevers"
"ibd_gevers.7";"7";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.8";"8";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.9";"9";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.10";"10";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.11";"11";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.12";"12";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.13";"13";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.14";"14";"Count";0;"ALDEx2";"ibd_gevers"
"ibd_gevers.15";"1";"Count";3;"ANCOM-II";"ibd_gevers"
"ibd_gevers.16";"2";"Count";7;"ANCOM-II";"ibd_gevers"
"ibd_gevers.17";"3";"Count";1;"ANCOM-II";"ibd_gevers"
"ibd_gevers.18";"4";"Count";2;"ANCOM-II";"ibd_gevers"
"ibd_gevers.19";"5";"Count";3;"ANCOM-II";"ibd_gevers"
"ibd_gevers.20";"6";"Count";4;"ANCOM-II";"ibd_gevers"
"ibd_gevers.21";"7";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.22";"8";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.23";"9";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.24";"10";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.25";"11";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.26";"12";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.27";"13";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.28";"14";"Count";0;"ANCOM-II";"ibd_gevers"
"ibd_gevers.29";"1";"Count";10;"corncob";"ibd_gevers"
"ibd_gevers.30";"2";"Count";1;"corncob";"ibd_gevers"
"ibd_gevers.31";"3";"Count";4;"corncob";"ibd_gevers"
"ibd_gevers.32";"4";"Count";2;"corncob";"ibd_gevers"
"ibd_gevers.33";"5";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.34";"6";"Count";2;"corncob";"ibd_gevers"
"ibd_gevers.35";"7";"Count";1;"corncob";"ibd_gevers"
"ibd_gevers.36";"8";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.37";"9";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.38";"10";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.39";"11";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.40";"12";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.41";"13";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.42";"14";"Count";0;"corncob";"ibd_gevers"
"ibd_gevers.43";"1";"Count";12;"DESeq2";"ibd_gevers"
"ibd_gevers.44";"2";"Count";4;"DESeq2";"ibd_gevers"
"ibd_gevers.45";"3";"Count";1;"DESeq2";"ibd_gevers"
"ibd_gevers.46";"4";"Count";1;"DESeq2";"ibd_gevers"
"ibd_gevers.47";"5";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.48";"6";"Count";2;"DESeq2";"ibd_gevers"
"ibd_gevers.49";"7";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.50";"8";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.51";"9";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.52";"10";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.53";"11";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.54";"12";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.55";"13";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.56";"14";"Count";0;"DESeq2";"ibd_gevers"
"ibd_gevers.57";"1";"Count";17;"edgeR";"ibd_gevers"
"ibd_gevers.58";"2";"Count";2;"edgeR";"ibd_gevers"
"ibd_gevers.59";"3";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.60";"4";"Count";1;"edgeR";"ibd_gevers"
"ibd_gevers.61";"5";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.62";"6";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.63";"7";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.64";"8";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.65";"9";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.66";"10";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.67";"11";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.68";"12";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.69";"13";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.70";"14";"Count";0;"edgeR";"ibd_gevers"
"ibd_gevers.71";"1";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.72";"2";"Count";1;"LEfSe";"ibd_gevers"
"ibd_gevers.73";"3";"Count";6;"LEfSe";"ibd_gevers"
"ibd_gevers.74";"4";"Count";3;"LEfSe";"ibd_gevers"
"ibd_gevers.75";"5";"Count";6;"LEfSe";"ibd_gevers"
"ibd_gevers.76";"6";"Count";3;"LEfSe";"ibd_gevers"
"ibd_gevers.77";"7";"Count";1;"LEfSe";"ibd_gevers"
"ibd_gevers.78";"8";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.79";"9";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.80";"10";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.81";"11";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.82";"12";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.83";"13";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.84";"14";"Count";0;"LEfSe";"ibd_gevers"
"ibd_gevers.85";"1";"Count";1;"MaAsLin2";"ibd_gevers"
"ibd_gevers.86";"2";"Count";3;"MaAsLin2";"ibd_gevers"
"ibd_gevers.87";"3";"Count";4;"MaAsLin2";"ibd_gevers"
"ibd_gevers.88";"4";"Count";3;"MaAsLin2";"ibd_gevers"
"ibd_gevers.89";"5";"Count";5;"MaAsLin2";"ibd_gevers"
"ibd_gevers.90";"6";"Count";3;"MaAsLin2";"ibd_gevers"
"ibd_gevers.91";"7";"Count";1;"MaAsLin2";"ibd_gevers"
"ibd_gevers.92";"8";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.93";"9";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.94";"10";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.95";"11";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.96";"12";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.97";"13";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.98";"14";"Count";0;"MaAsLin2";"ibd_gevers"
"ibd_gevers.99";"1";"Count";2;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.100";"2";"Count";2;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.101";"3";"Count";7;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.102";"4";"Count";2;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.103";"5";"Count";3;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.104";"6";"Count";3;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.105";"7";"Count";1;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.106";"8";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.107";"9";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.108";"10";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.109";"11";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.110";"12";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.111";"13";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.112";"14";"Count";0;"MaAsLin2 (rare)";"ibd_gevers"
"ibd_gevers.113";"1";"Count";5;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.114";"2";"Count";4;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.115";"3";"Count";4;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.116";"4";"Count";3;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.117";"5";"Count";2;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.118";"6";"Count";1;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.119";"7";"Count";1;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.120";"8";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.121";"9";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.122";"10";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.123";"11";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.124";"12";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.125";"13";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.126";"14";"Count";0;"metagenomeSeq";"ibd_gevers"
"ibd_gevers.127";"1";"Count";17;"t-test (rare)";"ibd_gevers"
"ibd_gevers.128";"2";"Count";2;"t-test (rare)";"ibd_gevers"
"ibd_gevers.129";"3";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.130";"4";"Count";1;"t-test (rare)";"ibd_gevers"
"ibd_gevers.131";"5";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.132";"6";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.133";"7";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.134";"8";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.135";"9";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.136";"10";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.137";"11";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.138";"12";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.139";"13";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.140";"14";"Count";0;"t-test (rare)";"ibd_gevers"
"ibd_gevers.141";"1";"Count";14;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.142";"2";"Count";2;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.143";"3";"Count";2;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.144";"4";"Count";2;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.145";"5";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.146";"6";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.147";"7";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.148";"8";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.149";"9";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.150";"10";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.151";"11";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.152";"12";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.153";"13";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.154";"14";"Count";0;"Wilcoxon (CLR)";"ibd_gevers"
"ibd_gevers.155";"1";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.156";"2";"Count";1;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.157";"3";"Count";6;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.158";"4";"Count";3;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.159";"5";"Count";6;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.160";"6";"Count";3;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.161";"7";"Count";1;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.162";"8";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.163";"9";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.164";"10";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
