metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
comparison	717a287913b97d2a93b35dbf42b816f7	Y	-0.00848401926100734	0.00592178210734241	36	3	0.161080386950858	0.47403263704903
comparison	b7ec83512f548f0ca46d90adc4305d10	Y	-0.00591952701079901	0.00355644339887658	36	4	0.105213062031969	0.47403263704903
comparison	4b7c3f30ac35308c90983cf9e599ed46	Y	-0.00462745338788857	0.00247635248503772	36	4	0.0703064681403379	0.47403263704903
comparison	bd7dc7cd9521fd107ae6f75a22463cbb	Y	-0.013661699226094	0.00854761108725622	36	10	0.119228170437585	0.47403263704903
comparison	b64085c9b57040b87712e65c43fc12c0	Y	-0.00475455064335362	0.00258353468924867	36	4	0.0744626291662228	0.47403263704903
comparison	2541420a89be8a18bf2db0f007557b4a	Y	-0.00636046496088573	0.00469647918494885	36	3	0.184572019904189	0.47403263704903
comparison	f1a48e851b5eb6c782048f454e3806c8	Y	-0.133562284551669	0.0606255977344108	36	10	0.0344666301698315	0.47403263704903
comparison	2b9ca544156abee649d475e44e7906c8	Y	-0.127119362210118	0.0588402062893306	36	10	0.0378781313339673	0.47403263704903
comparison	e153b46fe2d99a06fadbf8ca364b1426	Y	-0.0886610995898663	0.0428258149769861	36	8	0.0460900573160063	0.47403263704903
comparison	8b0927ab2a688fd071f6483e931a9479	Y	-0.0327156717925786	0.0121454167822865	36	8	0.0108957323387428	0.47403263704903
comparison	9330552170a4a2a2903277c74c6eddd7	Y	-0.0242113092915731	0.0105021359369313	36	6	0.0273763481902498	0.47403263704903
comparison	04c4f62bf5fe0727d49b026537b624ef	Y	-0.0271743288185328	0.0112506456729555	36	7	0.021244009575555	0.47403263704903
comparison	200ffd63aeaa93813d2fa93e10ac8a9c	Y	-0.00892201445352537	0.00454164586853456	36	7	0.057689276320773	0.47403263704903
comparison	338bb7d9991e214bbf60565dfe2a1973	Y	-0.00354414882108384	0.00304241537378234	36	2	0.252162644432767	0.47403263704903
comparison	50a94e3c8bbb8347addc8068156fb6f8	Y	-0.0291555958591059	0.0115705546369775	36	8	0.0166051944005004	0.47403263704903
comparison	0fcf1c1d76b850337d79c6ff8f76c045	Y	-0.00516623309419324	0.00330094877294085	36	3	0.126826384306285	0.47403263704903
comparison	efc8869dc2575ccb11af605b2659e3e3	Y	-0.00203832562784641	0.00172587280211473	36	2	0.245782589651035	0.47403263704903
comparison	a7c6fc4735617ba0a13b6437ba9c4f3b	Y	-0.00290577378624862	0.0022515957542108	36	2	0.205570818603899	0.47403263704903
comparison	26ef3c79a722603a948675bd6c19c609	Y	-0.00307719564158118	0.0024421986260103	36	2	0.216245719892003	0.47403263704903
comparison	b21ea849fa275b4cefd611e72bae61a0	Y	-0.00337147631312419	0.00211000031766455	36	3	0.119328585553444	0.47403263704903
comparison	02b2383ce3892d0422177fe43fa6f966	Y	-0.0114209681562005	0.00613931907814615	36	5	0.0715115139231429	0.47403263704903
comparison	4c98471f6effefa7877c3f47547bfa86	Y	-0.00370894666308771	0.00263105858614654	36	5	0.167716809657046	0.47403263704903
comparison	b4f03ad5ca5004c5c0b183e0670b66a6	Y	-0.00239488712110274	0.00186840816288636	36	2	0.208592235135539	0.47403263704903
comparison	28f523d68a0832968a7355e58051bbaf	Y	-0.00227231365752836	0.00181851233663326	36	2	0.21999931702003	0.47403263704903
comparison	163843ed695c7783e7c061b61b0b99a9	Y	-0.0069007105680426	0.00547759893326846	36	3	0.216318659673266	0.47403263704903
comparison	68259c9ecbadd42a330106348e52e404	Y	-0.0122265394969671	0.0065987653436541	36	6	0.0725999310773178	0.47403263704903
comparison	d0e71d60e80c784c12de2ea20ce001c5	Y	0.0634714284331489	0.0211167242220378	36	18	0.0049512146030807	0.47403263704903
comparison	ad39f2a2446b4b6317640326e11de892	Y	0.0038322390895935	0.0029241616240246	36	3	0.198796482431892	0.47403263704903
comparison	f6e2bf3869898bd905df30099e4bec71	Y	0.0432803119032297	0.0327878890176326	36	11	0.195650614694106	0.47403263704903
comparison	c2929d9d6596f1fb4485addbfaaede33	Y	-0.0101861491399842	0.00866656166491959	36	6	0.248024386320028	0.47403263704903
comparison	bda5c4db5cd56437531eeb510ceda8e3	Y	-0.00747035671899206	0.00393076410861043	36	5	0.0658757319539058	0.47403263704903
comparison	e3fe2a8c171461adc45acf08d6ebe021	Y	-0.00320406582612296	0.00262405330196166	36	2	0.230472110716957	0.47403263704903
comparison	0fd2d12445afdd1184160a25a2bfb995	Y	-0.030981958845391	0.0173934881712269	36	4	0.0838092728237575	0.47403263704903
comparison	a29971905462fa50ca51d0d479667bc4	Y	-0.0227706557528832	0.0109802469018043	36	5	0.0457429669951537	0.47403263704903
comparison	b0347994850b9876d953d49820212bad	Y	-0.0205398251307964	0.0113919798208064	36	4	0.0802563753860989	0.47403263704903
comparison	a1bc996afbfa3f6311d198cad6c46107	Y	-0.0143467424886569	0.0121924878363936	36	6	0.247493037689012	0.47403263704903
comparison	87a38137790e7828f52e696971ca2288	Y	-0.0162477817388993	0.00824906067590502	36	5	0.0570691222009699	0.47403263704903
comparison	97ed9c32c0b6f04cf476f12dc0f30afc	Y	-0.0307094310425484	0.0162212053355731	36	5	0.0668727425930763	0.47403263704903
comparison	8f93150c99bb01d48c0b3e718ff7a366	Y	-0.0170324295290389	0.0101408483290499	36	8	0.102205756552192	0.47403263704903
comparison	8c6f91ecbec1d466c51859ce9fbe0f78	Y	-0.0145933710731458	0.00829639776303993	36	4	0.0875752366865071	0.47403263704903
comparison	e176a9f3b0785f5d38f92c2225890048	Y	-0.00459814914976459	0.00394329922706323	36	2	0.25170229884417	0.47403263704903
comparison	beca4c621bd6841086ae8ca50652aca7	Y	-0.0197810939603398	0.00798988780462737	36	7	0.0184347254421875	0.47403263704903
comparison	345b0ba27d663f3ee7d020d11711e319	Y	-0.00800900041983525	0.00713013678241489	36	9	0.269195979657908	0.47403263704903
comparison	1218aba74db5ea7c80b9779bf2d995eb	Y	-0.0075395945048217	0.0048754007891901	36	3	0.131252840695006	0.47403263704903
comparison	643785e1f50926d576ba76147c0b653b	Y	-0.00499348131948266	0.00403734087429067	36	2	0.224627605447364	0.47403263704903
comparison	598a1b7044c8dbffa16292d4995db54c	Y	-0.0048845494420905	0.00402503190840914	36	4	0.233285534090553	0.47403263704903
comparison	8ca5f8f5108efec3619e2674f531e428	Y	-0.0097375086396286	0.00820197876136984	36	2	0.243371677917768	0.47403263704903
